id,text,sentiment
4373,RT @OppressedFart: @ProfessorF Does presidential here mean politically correct? The world doesn't need that. #GOPDebate,Negative
4374,RT @KatiePavlich: So far Fiorina has given most detailed answers to questions about how to solve problems i.e. China/Russia and cyber attac…,Positive
4375,Jeb Bush performed like a wet sack of mashed potatoes. REALLY EXCITING STUFF DUDE. #GOPDebate,Negative
4376,RT @ThisIsTheCarver: IT'S A GOD OFF #GOPDebate http://t.co/GTl3EOZKl3,Neutral
4377,"RT @pellecopter: As of 10:15, Carson and Rubio are definitely my front-runners #GOPDebate",Positive
4378,"RT @PuestoLoco: @ZeitgeistGhost
FOX/GOP Party's Hunger Games- Demagog Food-fighter @CarlyFiorina
#GOPDebate #morningjoe http://t.co/ygMGbAv…",Neutral
4379,The beginning of the end for #RandPaul... Not that he was going anywhere to begin with. #GOPDebate http://t.co/3eJ2oHlPsL,Negative
4380,#GOPDebate was ok Some questions were irrelevant! Ppl are more concerned about their feelings getting hurt than making America great again!,Negative
4381,Bush at #GOPDebate says states can call high standards what they want but American kids need them to compete http://t.co/mh9mSH3874,Neutral
4382,"RT @_HankRearden: John Sinunu, who wrote a book about Jeb's dad, doesn't like Trump. What a fucking shock. #GOPDebate",Negative
4383,"I am no republican, but I must say that Marco Rubio made very good points @ the #GOPDebate . Very relatable",Positive
4384,In last night's #GOPDebate @GovChristie &amp; @RandPaul back n forth made me want to donate money to keep Christie within the borders of NJ.,Negative
4385,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates",Negative
4386,RT @exjon: Rubio wins. #GOPDebate,Positive
4387,@msnbc Pandering &amp; propaganda was alive &amp; well during the #GOPDebate everyone running to the right of the other-catering 2the #KochBrothers,Negative
4388,RT @RWSurferGirl: Trump only got ask 5 questions most were attacks. This is his first debate and he got his feet wet and he still leading. …,Neutral
4389,Because EVERYTHING he says is a lie. #tcot #GOPDebate #p2 https://t.co/snDQwf6cLC,Negative
4390,Chris Christie and Rand Paul duke it out in debate over surveillance http://t.co/StRjkabqo8 #RandPaulDuke #ChrisChristie #GOPDebate,Neutral
4391,"RT @hikergirl425: @AandGShow #GOPDebate 
Couldn't decide if Scott Walker looked like someone playing him on SNL or Nicholas Cage http://t.c…",Negative
4392,RT @MeganSmiles: #GOPDebate Can't count how many times Obama &amp; Hillary 'evolved'. Trump evolving is not a big deal.,Negative
4393,RT @bobcesca_go: It's really amazing how these guys are blaming Obama for making peace after their party fucked and scrambled that whole re…,Negative
4394,"RT @LilAssKickerAMC: Who cares how u wear your hair, I like the excitement u bring back into American blood. @realDonaldTrump  #GOPDebate h…",Negative
4395,"RT @BiasedGirl: ""Donald Trump is not a conservative."" ~@AndrewBreitbart 
#DumpTrump #GOPDebate #JigisUp",Neutral
4396,I just saw my political science teacher on the news talking about the #GOPdebate. Being in college is cool.,Positive
4397,"#GOPDebate Winners: #Trump, #Kasich, #Rubio. Losers: #Bush, #Carson, #Cruz | http://t.co/qS4o70ZXBy | http://t.co/JM1zvd5qyd",Neutral
4398,#GOPDebate Iran deal benefits who? #IranDeal http://t.co/TL4vuROHdt,Negative
4399,"I'm trying to watch the #GOPDebate this morning. And by trying, I mean I'm gouging my eyeballs out with a steak knife.",Negative
4400,"Advertising everywhere sells sex ALL DAY LONG, but Trump can't say that a women would ""look good on her knees."" #GOPDebate #PC #Trump2016",Negative
4401,RT @patriotmom61: Best moment of #GOPDebate: A Rogue SCOTUS Decision': Santorum Says Gay Marriage Has No Constitutional Basis http://t.co/A…,Positive
4402,RT @jjauthor: @megynkelly @is the star of herself! FoxNews @megynkelly @BretBaier #GOPDebate,Positive
4403,"RT @sestraval: The News: ""Who do you think won last night's #GOPDebate?""
Me: ""Delphine Cormier, obviously. Oh wait…""

#OrphanBlack #SaveDel…",Neutral
4404,The #GOPDebate is really just real life #hungergames interviews😂 #MegynKelly is Caesar Flickerman,Negative
4405,"RT @RealLucasNeff: I'm not surprised racism still exists. I'm just surprised it's allowed to run for president.

#GOPDebate",Negative
4406,RT @robportman: Congratulations to @ChairmanBorges @katieeagan &amp; the entire @ohiogop for all their hard work on last night's #GOPDebate!,Positive
4407,Moment of sanity #GOPDebate https://t.co/Zlu3TwHNgz,Neutral
4408,Watch the surprisingly great Fox News Republican debate recapped in 60 seconds: http://t.co/oyhSKYKtD1 #WeGotEd #Gopdebate #FoxNews,Neutral
4409,RT @GetUpStandUp2: 5 Frighteningly Sexist Donald Trump Quotes http://t.co/cwyUuL8JKn via @bustle #TheDonald #TrumpMisogonist #GOPdebate #Wo…,Negative
4410,#HillaryClinton spent #GOPDebate night with the #Kardashians: http://t.co/KH8JMutbdb http://t.co/9ib5YgPWk4,Negative
4411,RT @FrankLuntz My focus group actually likes Donald @realDonaldTrump...  #GOPDebate http://t.co/tiwlOaaOj8 &lt;-- Riding on Trump's coattails!!,Negative
4412,"RT @sallykohn: The head of the Republican Party recently said his party can no longer win a national election. 

Tonight’s #GOPDebate confi…",Negative
4413,Jeb Bush Outdone by Kasich (and everyone else) In First Republican Debate. #GOPdebate http://t.co/TX6T6TTMZb,Negative
4414,Simply incredible. http://t.co/apXM8AO8jf Last night's #GOPDebate doubled the previous record for most-watched primary debate in history.,Positive
4415,RT @patriotmom61: Rick Perry and Rick Santorum passionately weigh in on immigration debate http://t.co/auNJj0RM71 #GOPDebate,Neutral
4416,"Isn't the point of a debate to get the participants to, you know, debate? #GOPDebate #tcot",Negative
4417,Rand Paul is out b/c America does not need an isolationist as President &amp; he seemed a little bit negative toward Israel #GOPDebate #RSG15,Negative
4418,"Foreign policy, health care, new constituencies, blah, blah, blah - WHAT ABOUT BLUE BELL ICE CREAM?! #GOPdebate  #priorities @ILoveBlueBell",Negative
4419,"An elegant, witty round-up of last night's #GOPDebate by @tnyCloseRead http://t.co/cW0rAc9wQh",Neutral
4420,Liberals: is he poor? A victim? Incapable of doing anything? Career politician? No success? He's got my vote! #FeelTheBern #GOPDebate,Positive
4421,RT @renomarky: Whats really disturbing is @megynkelly thinks that people like @DWStweets would treat her fairly if they had that audience! …,Negative
4422,"RT @DanWantsFreedom: Trump Wins @DRUDGE Report #GOPDebate Poll.
#TedCruz finished 2nd.
 http://t.co/LxexPfyI4V #Newsmax via @Newsmax_Media
…",Neutral
4423,RT @Path2Enlighten: Shorter #GOPDebate - Dismantle/defund fed govt! let Wall Street run amok! destroy unions! more war! govt forced childbi…,Negative
4424,After #GOPDebate I still #FeelTheBern,Neutral
4425,"RT @marissamorg: Reading #GOPDebate tweets, Id have more faith in Twitter friends running the country than any of those selects #twitternat…",Negative
4426,"RT @theonlybacchus: Let's see the #KKKorGOP question stands true for:

#DonaldTrump
#JebBush
#LindseyGraham
#RandPaul
#MikeHuckabee

A whit…",Negative
4427,RT @shannonrwatts: Over 90% of Americans want lawmakers to close background check loopholes for gun sales. Do #GOPDebate candidates agree? …,Negative
4428,"RT @LadySandersfarm: We're sick of political correctness, it's killing the heart and soul of this country. #GOPDebate #Trump2016 http://t.c…",Positive
4429,.@ReformNetwork's Morning Buzz: Addressing The American Dream http://t.co/p4DK0LmN2q #GOPDebate,Neutral
4430,"RT @PuestoLoco: @AdamsFlaFan @Rockmedia @ConchGunny
FOX/GOP Party's Hunger Games- Demagog Food-fighter @CarlyFiorina
#GOPDebate http://t.co…",Negative
4431,Lmfao #GOPDebate http://t.co/GUip1NI8m7,Negative
4432,RT @astamate: The #GOPdebate was like Magic Mike for white moms who shop at Chico's,Neutral
4433,"RT @Thomasismyuncle: Just so libs know... if you ever put Marco Rubio on a stage to debate Hillary, make sure she wears her Depends cause D…",Positive
4434,"RT @happydreams22: msnbc: .realDonaldTrump reacts to #GOPDebate: ""I'm not sure that Fox is fair"" http://t.co/m79lMHSC7H",Neutral
4435,Shut the fuck up Rubio you ain't gonna win #GOPDebate,Negative
4436,RT @marksluckie: Raise your hand if you've ever felt personally victimized by Donald Trump #GOPDebate http://t.co/s90v8Yq9jH,Negative
4437,RT @PoliticalAnt: #MarcoRubio lied when he said he had never advocated for exceptions to abortion bans. #GOPdebate,Negative
4438,Caught myself up on @NBC #Hannibal last night…and lost my appetite watching the #GOPDebate debacle! Good figure!,Negative
4439,RT @Wrschgn: #GOPDebate hangover? No worries. @drgilliland has a little hair of the dog for you: https://t.co/wwGhS1tryv,Neutral
4440,"RT @JRehling: Someone has a sense of humor, scheduling the #GOPDebate for Hiroshima Day.",Negative
4441,This @PFTcommenter troll job of last night's #GOPdebate is a masterpiece of Internet political meta-mockery. http://t.co/i83MHXnU9G,Positive
4442,"He invokes his questions by his own remarks, however. I don't think reporters should coddle anyone. #GOPDebate  https://t.co/oajsAadEYy",Neutral
4443,Watch the debates nope better things to do watching paint dry #GOPDebate,Negative
4444,RT @nick_paro: The NY Times say Rand Paul matters again! #StandwithRand #Liberty #GOPDebate #tcot #tlot http://t.co/L9Z2JmkFrN,Positive
4445,"RT @saladinahmed: ""Alright, gentlemen, it's time for closing statements."" #GOPdebate http://t.co/Yol6HRkHQV",Neutral
4446,RT @GodsDontExist: RT @mydaughtersarmy The GOP debate took an awful toll on Ted Cruz.  #GOPDebate http://t.co/NcU94RGBlO @tedcruz @realDona…,Negative
4447,"Yet no mention of #climatechange at the #GOPDebate: ""Nearly 6 Million Acres Burned in CA"" http://t.co/Caw6jaZWPL http://t.co/eaTplfx56B",Negative
4448,@CarlyFiorina just beat the snot out of @HillaryClinton and #ChrisMathews! #tcot @msnbc #GOPDebate #GOP http://t.co/cPg7T80dSu,Positive
4449,RT @_HarmonCooper: How much steam is necessary in a vr world where players blow steam rather than bleed?#Scifiwriterproblems #steampunk que…,Neutral
4450,"Not one mention of Voting Rights, Voter Suppression, or the Environment at the so-called #GOPDebate oh wait, we're talking about republicans",Negative
4451,RT @patriotmom61: All the difference in the world bet/unaccomplished newbie senators &amp; one who actually got BIG things done http://t.co/bEd…,Positive
4452,"""Has God ever told me anything? That'd be talking to myself!"" #GOPDebate",Negative
4453,RT @JordyLangy: @Cold1957 Rand Paul cares more about upholding and applying the constitution than any of the other candidates. #GOPDebate #…,Positive
4454,"@realDonaldTrump don't worry about @megynkelly She was only person on stage ""hearing voices""-her ego talking! #GOPDebate @jimlibertarian",Neutral
4455,Trump slams Megyn Kelly http://t.co/oBNQDPOemX via @worldnetdaily #GOPDebate #Tcot #ccot #pjnet #WakeUpAmerica #MakeDCListen,Positive
4456,RT @patriotmom61: Rick Santorum at The Des Moines Register soapbox https://t.co/hfqVXAiqPh A boatrocker who got things done. #GOPDebate #Io…,Positive
4457,RT @craicalaicpat: The God these men worship is money. #OneoftheSevenDeadlySinsButThatsNoneofMyBusiness  #GOPDebate,Negative
4458,".@CarlyFiorina : Questions were tough for all candidates http://t.co/sghSIOK5R5 via @morning_joe

#GOPDebate",Neutral
4459,@FoxNews total failure #GOPDebate canceled fox news on my cable. Done https://t.co/3z5PR1Ue7n,Negative
4460,RT @mterry337: #GopDebate It really looks like FOX is going after #DonaldTrump!!!,Neutral
4461,Leave it to #canada to have a real #debate. #GOPDebate was a q&amp;a #circus without a single item debated. Koobaywhaa? http://t.co/EAmdvsGUGg,Negative
4462,"Best recap of last night's #GOPDebate from @theskimm =&gt; ""And Ted Cruz and Mike Huckabee were there too."" http://t.co/gDOEUrUnlD",Neutral
4463,"Last night's #GOPDebate: what topics merited attention, and which were ignored #GOPtbt http://t.co/ZU0QGfjbSq",Neutral
4464,"RT @patriotmom61: @FoxNews wouldn't give him any national security questions, so watch Rick Santorum at New Hampshire NSAS https://t.co/One…",Negative
4465,"RT @ProfessorCrunk: Wonder how Trayvon Martin feels about that ""culture of life"" Jeb. #GOPDebate",Negative
4466,"RT @buckeyeteacher3: OMG! Hey @JohnKasich, what did your dad do for a living? #GOPDebate",Negative
4467,"Walker on @foxandfriends this a.m., says he wishes he had more time to talk #IranDeal at #GOPDebate last night: https://t.co/9eQnw2wcld",Neutral
4468,RT @craicalaicpat: Pretty funny night but these men are so childish to be Pres. Like this isn't smack high where it's just throwing shade. …,Negative
4469,RT @Emma_Dye: I think we have a WINNER! #standwithRand #GOPdebate #RandPaul,Positive
4470,The reality TV show is over &amp; I'm trying to get back to the day but Im so obsessed with the hilarious memes that were generated #GOPDebate,Negative
4471,"@megynkelly  you lost alot of admirers last night.We Republicans are just going to beat ourselves, AGAIN!  #GOPDebate #DonaldTrump",Negative
4472,RT @AshvsEvilDead: Some kind of debate is going on. Meanwhile we're debating over the best drum solo of all time: Hot for Teacher or Tom Sa…,Negative
4473,"RT @saladinahmed: I was wondering how they were going to fit everyone in, but the set up looks great. #GOPDebate http://t.co/t1AFrr7tj1",Negative
4474,First question of #GOPDebate of 3rd party run was to give @realDonaldTrump a disadvantage from the start. #UnfairWorld,Negative
4475,"RT @DougStanhope: Hillary comes at you from every angle, striking, ground and pound, arm bar. She's unstoppable. Or am I thinking of the wr…",Neutral
4476,@realDonaldTrump wins the polls in the #GOPDebate debate. What does that tell u? #Americans r sick of the same ole politician song &amp; dance.,Negative
4477,RT @bgittleson: Great graphic from our partners at @FiveThirtyEight: http://t.co/iFCygWMW7J #GOPDebate http://t.co/FpMMjmravD,Neutral
4478,RT @curlyheadRED: White people arguing over their retirement plans &amp; Black people cant even live long enough to retire in this damn country…,Negative
4479,@RNC has a responsibility to denounce the misogyny we saw last night at #GOPDebate,Negative
4480,"New Guardian column up on #GOPDebate: ""the only shoutout given to #BlackLivesMatter lasted less than a minute."" http://t.co/emDcbvJWQD",Negative
4481,"Fox News has declared itself the fastest gun in the west, and is still gunnin' fer Outlaw Josey Trump. @MichaelBerrySho #GOPDebate",Neutral
4482,".@megynkelly someone needs 2 inform @realDonaldTrump that he's picking the wrong #female moderator 2 get mouthy with!
Well done!
#GOPDebate",Negative
